,bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR,TP,TN,FN,FP,Accuracy,Misclass,FPRate,FPRatio,TPR,TNR,Precision,f1
73,73.0,126.0,126.0,0.0,100.0,0.0,9225.0,8873.0,352.0,72.24981679016366,98.87640449438203,26.626587704218366,25.207386363636363,352.0,3408.0,4.0,8873.0,0.297538972857482,0.702461027142518,0.7224981679016367,25.207386363636363,0.9887640449438202,0.2775018320983633,0.03815718157181572,0.07347876004592421
74,74.0,126.0,124.0,2.0,98.41269841269842,1.5873015873015817,9351.0,8997.0,354.0,73.25950655484081,99.43820224719101,26.178695692350203,25.415254237288135,354.0,3284.0,2.0,8997.0,0.28788478278072327,0.7121152172192767,0.7325950655484081,25.415254237288135,0.9943820224719101,0.2674049344515919,0.03785691369906962,0.07293705573297622
75,75.0,127.0,126.0,1.0,99.21259842519684,0.7874015748031553,9478.0,9123.0,355.0,74.28548163830307,99.71910112359551,25.43361948529244,25.698591549295774,355.0,3158.0,1.0,9123.0,0.27799319458732297,0.722006805412677,0.7428548163830307,25.698591549295774,0.9971910112359551,0.2571451836169693,0.03745515931631146,0.07219849501728696
76,76.0,126.0,125.0,1.0,99.2063492063492,0.7936507936507979,9604.0,9248.0,356.0,75.30331406237278,100.0,24.696685937627223,25.97752808988764,356.0,3033.0,0.0,9248.0,0.2681807390994698,0.7318192609005302,0.7530331406237277,25.97752808988764,1.0,0.2469668593762723,0.037067888379841735,0.07148594377510041
77,77.0,126.0,126.0,0.0,100.0,0.0,9730.0,9374.0,356.0,76.32928914583503,100.0,23.670710854164966,26.331460674157302,356.0,2907.0,0.0,9374.0,0.25821001820052225,0.7417899817994777,0.7632928914583503,26.331460674157302,1.0,0.2367071085416497,0.03658787255909558,0.07059290105096173
78,78.0,127.0,127.0,0.0,100.0,0.0,9857.0,9501.0,356.0,77.36340688868985,100.0,22.636593111310148,26.68820224719101,356.0,2780.0,0.0,9501.0,0.24816016459602755,0.7518398354039725,0.7736340688868985,26.68820224719101,1.0,0.22636593111310155,0.0361164654560211,0.06971506902966808
79,79.0,126.0,126.0,0.0,100.0,0.0,9983.0,9627.0,356.0,78.38938197215211,100.0,21.61061802784789,27.042134831460675,356.0,2654.0,0.0,9627.0,0.23818944369708,0.76181055630292,0.7838938197215211,27.042134831460675,1.0,0.21610618027847894,0.03566062305920064,0.06886546087629364
80,80.0,127.0,127.0,0.0,100.0,0.0,10110.0,9754.0,356.0,79.42349971500693,100.0,20.576500284993074,27.39887640449438,356.0,2527.0,0.0,9754.0,0.22813959009258528,0.7718604099074148,0.7942349971500692,27.39887640449438,1.0,0.2057650028499308,0.035212660731948564,0.06802981081597555
81,81.0,126.0,126.0,0.0,100.0,0.0,10236.0,9880.0,356.0,80.44947479846918,100.0,19.550525201530817,27.752808988764045,356.0,2401.0,0.0,9880.0,0.21816886919363773,0.7818311308063622,0.8044947479846918,27.752808988764045,1.0,0.1955052520153082,0.03477921062915201,0.06722054380664652
82,82.0,126.0,126.0,0.0,100.0,0.0,10362.0,10006.0,356.0,81.47544988193144,100.0,18.52455011806856,28.10674157303371,356.0,2275.0,0.0,10006.0,0.2081981482946902,0.7918018517053098,0.8147544988193144,28.10674157303371,1.0,0.1852455011806856,0.034356301872225437,0.0664303041612241
